points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.339,0.032,0.559,0.031,1.5405,0
10,0.213,0.053,0.393,0.077,2.9611,4165.7349
20,0.248,0.077,0.442,0.107,3.2188,4454.4826
30,0.289,0.066,0.497,0.082,6.8327,5691.8384
40,0.309,0.032,0.526,0.039,6.9347,5910.2564
50,0.332,0.014,0.549,0.014,7.0887,6331.4962
