points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
24,0.008,0.002,0.009,0.002,1.1185,0.0
5,0.0,0.001,0.001,0.001,3.5103,6543.6251
10,0.021,0.012,0.026,0.016,3.8534,6203.1075
15,0.008,0.007,0.007,0.005,3.4382,5987.0395
20,0.044,0.086,0.037,0.069,3.543,6418.1091
25,0.002,0.001,0.003,0.001,4.3656,6818.6423
