points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
251,0.186,0.023,0.243,0.028,0.4127,0
8,0.146,0.027,0.163,0.035,0.6627,1263.6957
16,0.145,0.012,0.159,0.026,0.6483,1224.4201
24,0.165,0.025,0.237,0.029,0.7374,1263.8465
32,0.156,0.003,0.232,0.006,1.4352,1434.2361
40,0.168,0.004,0.255,0.004,1.3626,1470.1576
