points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.013,0.015,0.01,0.007,393.1233,0
10,-0.006,0.001,-0.005,0.001,1.5346,804.2991
20,-0.005,0.001,-0.003,0.001,1.9867,763.4282
30,0.003,0.002,0.005,0.003,2.7416,1164.8035
40,0.01,0.003,0.013,0.004,3.2829,1040.1712
50,0.007,0.002,0.01,0.005,3.6213,1088.6381
