points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
24,0.011,0.032,0.01,0.027,34.8477,0.0
5,0.001,0.001,0.001,0.001,16.5997,5462.6122
10,0.016,0.019,0.018,0.022,18.4036,6399.2392
15,0.004,0.006,0.004,0.004,25.8466,8609.8451
20,0.075,0.121,0.06,0.095,29.9428,6621.0057
25,0.007,0.013,0.006,0.011,29.3909,6985.7701
