points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
131,0.224,0.041,0.348,0.017,7.6149,0.0
8,0.112,0.021,0.237,0.026,11.7599,12916.5264
16,0.082,0.022,0.181,0.049,13.4554,13198.0014
24,0.082,0.024,0.185,0.047,12.8305,14012.2386
32,0.076,0.029,0.17,0.066,13.1224,13929.0806
40,0.07,0.031,0.167,0.072,14.4372,16156.1251
