points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
251,0.207,0.039,0.278,0.018,0.1745,0
8,0.14,0.048,0.151,0.048,0.4518,709.5785
16,0.112,0.024,0.149,0.044,0.6409,1139.7696
24,0.213,0.087,0.259,0.108,0.7521,1197.0949
32,0.192,0.003,0.259,0.017,1.2849,1300.0536
40,0.19,0.006,0.275,0.004,1.4247,1277.7149
