points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
256,0.046,0.006,0.127,0.007,5958.133,0.0
9,0.184,0.041,0.326,0.064,189.7672,17861.0967
18,0.15,0.067,0.285,0.113,213.6286,18859.2512
27,0.163,0.097,0.305,0.155,177.3537,11105.5437
36,0.173,0.096,0.321,0.138,186.8228,18868.9155
45,0.198,0.092,0.355,0.13,216.6315,13800.6915
