points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
24,0.0,0.0,0.001,0.0,1.0459,0
5,0.017,0.017,0.017,0.018,2.8638,5230.3545
10,0.022,0.024,0.027,0.028,3.179,5418.4281
15,0.003,0.007,0.003,0.005,3.3244,5459.639
20,0.031,0.066,0.026,0.053,3.2067,5511.4871
25,-0.0,0.0,0.0,0.0,3.2993,5690.0917
