points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,-0.034,0.008,0.035,0.006,782.4527,0.0
10,0.0,0.003,0.02,0.021,8.1029,3135.8058
20,-0.002,0.005,0.027,0.02,10.7905,3534.5984
30,-0.006,0.004,0.035,0.016,14.691,4343.752
40,-0.008,0.009,0.033,0.016,16.5402,3983.3723
50,-0.002,0.008,0.036,0.015,20.5465,4600.7876
