points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.004,0.002,0.006,0.003,56.3564,0
7,0.0,0.003,0.002,0.003,9.4549,5262.0439
14,0.001,0.004,0.006,0.001,11.3991,5030.0572
21,0.001,0.001,0.002,0.001,15.7928,5146.7737
28,0.002,0.001,0.003,0.001,16.4673,6004.3835
35,0.001,0.001,0.003,0.001,18.9312,5402.2606
