points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.007,0.012,-0.001,0.006,422.4925,0.0
10,-0.009,0.004,-0.004,0.001,1.5525,924.1366
20,-0.006,0.002,-0.002,0.001,2.1812,837.1808
30,0.007,0.005,0.004,0.003,3.1721,1279.1618
40,0.012,0.002,0.005,0.002,3.4692,1352.31
50,0.016,0.011,0.014,0.014,3.4577,1206.0579
