points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
300,0.148,0.018,0.272,0.026,1593.7305,0
9,0.096,0.046,0.194,0.086,50.5027,4310.8571
18,0.119,0.05,0.225,0.089,55.7899,5633.5133
27,0.128,0.039,0.245,0.069,61.1776,5321.3816
36,0.141,0.018,0.27,0.031,65.6433,5364.3631
45,0.14,0.01,0.27,0.015,72.7262,7239.3221
