points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.035,0.032,0.02,0.021,0.414,0
10,-0.002,0.002,0.019,0.021,1.5929,2943.233
20,-0.003,0.003,0.026,0.018,1.6967,3659.4193
30,-0.006,0.003,0.031,0.015,3.7251,5077.0357
40,-0.007,0.002,0.033,0.015,3.3576,3604.1071
50,-0.005,0.004,0.034,0.015,4.3833,4938.3973
