points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
343,0.101,0.095,0.052,0.045,322.2034,0.0
9,0.037,0.038,0.019,0.017,2.3386,1059.6532
18,0.028,0.028,0.018,0.013,3.4428,1116.7058
27,0.035,0.018,0.029,0.008,3.8441,1198.8897
36,0.032,0.018,0.025,0.008,5.0509,1700.2355
45,0.053,0.033,0.031,0.014,5.9422,1566.1105
