points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
286,0.068,0.02,0.05,0.015,0.0643,0
9,0.382,0.261,0.345,0.25,0.1776,319.9903
18,0.033,0.034,0.05,0.065,0.1824,351.3259
27,0.2,0.023,0.175,0.023,0.1918,363.9578
36,0.134,0.033,0.115,0.009,0.3837,428.4451
45,0.173,0.015,0.141,0.015,0.3773,388.8113
