points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.937,0.156,0.944,0.107,78.9838,0
8,0.311,0.201,0.331,0.205,25.5906,5361.8328
16,0.433,0.282,0.458,0.282,35.587,6016.7118
24,0.469,0.229,0.506,0.232,44.1487,5487.957
32,0.518,0.13,0.557,0.107,48.3505,6114.5393
40,0.516,0.098,0.563,0.07,56.3461,6902.8129
