points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.293,0.028,0.515,0.025,11286.1301,0.0
10,0.23,0.075,0.405,0.104,165.6969,6403.7742
20,0.259,0.101,0.442,0.144,174.4931,6930.414
30,0.28,0.086,0.484,0.113,185.9249,8676.3503
40,0.306,0.062,0.518,0.071,147.6518,5868.7864
50,0.308,0.046,0.524,0.046,135.2364,5075.0248
