points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
8,0.416,0.02,0.42,0.032,144.9961,19789.8249
16,0.323,0.029,0.362,0.036,139.4294,16595.8903
24,0.304,0.058,0.362,0.076,149.4912,17038.2255
32,0.342,0.029,0.407,0.029,203.5549,17931.3139
40,0.359,0.042,0.431,0.037,221.0446,22245.2994
