points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
144,0.745,0.095,0.866,0.052,11.1707,0.0
8,0.607,0.076,0.736,0.078,4.119,1153.8676
16,0.753,0.054,0.853,0.053,4.2154,1568.884
24,0.694,0.077,0.813,0.072,4.373,1408.2262
32,0.752,0.032,0.856,0.03,4.663,1430.4198
40,0.743,0.017,0.853,0.014,4.6983,1390.7027
