points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.689,0.143,0.715,0.099,127.0932,0
8,0.351,0.158,0.365,0.169,27.5161,5425.7275
16,0.444,0.235,0.469,0.243,36.1146,5390.2223
24,0.486,0.163,0.519,0.169,46.9575,5815.0411
32,0.481,0.105,0.522,0.111,55.1522,6459.3653
40,0.42,0.062,0.467,0.076,62.0605,6704.8376
