points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
275,0.895,0.169,0.943,0.092,174.8779,0.0
9,0.737,0.239,0.807,0.192,2.4027,1170.6437
18,0.835,0.136,0.891,0.098,3.0448,1479.3082
27,0.826,0.146,0.885,0.109,3.7503,1393.9957
36,0.823,0.123,0.885,0.092,5.1768,1735.9648
45,0.804,0.107,0.874,0.08,5.9998,1781.1524
