points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
343,0.024,0.021,0.016,0.015,0.2039,0.0
9,0.009,0.015,0.009,0.012,0.5567,1040.3618
18,0.004,0.004,0.006,0.002,0.6046,1229.6605
27,0.0,0.001,0.007,0.004,0.5703,1085.7822
36,0.025,0.009,0.029,0.003,1.0328,1301.1809
45,0.046,0.001,0.031,0.001,1.1235,1212.7382
