points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
11,0.146,0.12,0.168,0.129,34.0756,6672.728
22,0.066,0.02,0.083,0.031,46.6733,5880.1825
33,0.05,0.011,0.06,0.015,53.6585,6352.3557
44,0.052,0.011,0.063,0.015,57.1078,6625.0371
55,0.052,0.009,0.064,0.014,67.9294,6961.2113
