points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
300,0.097,0.01,0.218,0.007,2.0642,0
9,0.08,0.021,0.178,0.042,3.5395,4449.5367
18,0.092,0.031,0.195,0.062,3.6188,4810.8337
27,0.099,0.016,0.213,0.033,3.684,5111.8182
36,0.1,0.003,0.221,0.004,6.1972,5964.8436
45,0.096,0.002,0.217,0.003,6.8604,6124.0657
