points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
270,0.202,0.025,0.374,0.016,3472.7292,0.0
9,0.138,0.069,0.265,0.101,94.4843,7183.7516
18,0.17,0.074,0.32,0.127,90.9352,5821.8721
27,0.194,0.057,0.359,0.086,72.6433,5754.2587
36,0.215,0.047,0.387,0.053,87.336,3480.3408
45,0.221,0.037,0.4,0.039,83.15,4510.4674
