points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.336,0.007,0.353,0.013,1.9843,0
8,0.209,0.008,0.222,0.015,3.2885,5063.2839
16,0.265,0.115,0.277,0.121,3.8949,5541.791
24,0.305,0.052,0.318,0.048,4.1133,5703.3984
32,0.348,0.004,0.369,0.002,4.2115,5770.9025
40,0.341,0.001,0.357,0.002,4.1489,6524.9351
