points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.203,0.036,0.403,0.023,286.8572,0.0
8,0.165,0.037,0.341,0.061,92.7822,7169.6775
16,0.256,0.097,0.431,0.129,101.4361,6494.7816
24,0.256,0.103,0.43,0.152,104.1546,7220.7179
32,0.289,0.099,0.468,0.137,110.9506,7396.3147
40,0.308,0.089,0.496,0.105,108.7977,7742.059
