points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
131,0.202,0.025,0.348,0.014,4.4053,0
8,0.096,0.014,0.209,0.009,13.3308,12478.9739
16,0.124,0.031,0.245,0.053,9.6077,12003.0549
24,0.15,0.036,0.271,0.058,10.3123,12398.7318
32,0.187,0.019,0.3,0.035,8.3061,12396.4376
40,0.213,0.005,0.349,0.011,8.7302,12751.8193
