points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
720,0.214,0.024,0.224,0.029,1683.2218,0
10,0.022,0.006,0.047,0.018,13.6592,3025.27
20,0.02,0.012,0.048,0.026,16.8328,2846.2127
30,0.034,0.015,0.062,0.024,19.1291,3758.4355
40,0.043,0.016,0.072,0.024,21.3515,3419.1432
50,0.048,0.014,0.075,0.021,23.7899,3559.0792
