points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
1024,0.747,0.061,0.876,0.032,7.2337,0
11,0.53,0.108,0.661,0.087,7.7897,11558.0715
22,0.373,0.041,0.51,0.043,14.1141,12930.4495
33,0.416,0.081,0.572,0.083,14.6774,14421.5075
44,0.457,0.068,0.633,0.069,11.9717,10632.4789
55,0.523,0.063,0.689,0.049,12.9128,11016.5831
