points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
60,0.782,0.113,0.887,0.052,24.9972,0
6,0.375,0.229,0.497,0.277,18.1209,3047.2333
12,0.467,0.23,0.598,0.278,20.6547,3247.8051
18,0.525,0.164,0.672,0.181,19.3733,3259.7492
24,0.575,0.079,0.731,0.075,20.9732,4334.0372
30,0.581,0.058,0.742,0.044,22.3485,3949.6319
