points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.017,0.002,0.02,0.002,20.6832,0.0
8,0.008,0.006,0.009,0.006,27.3693,35021.2085
16,0.014,0.01,0.015,0.011,24.7876,32969.6177
24,0.013,0.008,0.014,0.009,26.4591,32300.0833
32,0.018,0.008,0.02,0.009,19.9761,30592.5681
40,0.015,0.007,0.017,0.007,23.3082,27116.624
