points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
300,0.147,0.013,0.263,0.007,2.2391,0
9,0.114,0.043,0.209,0.069,3.3506,4508.6598
18,0.127,0.048,0.221,0.08,3.6177,4791.0716
27,0.143,0.04,0.245,0.065,3.81,5629.2191
36,0.139,0.03,0.249,0.042,6.8808,7072.3318
45,0.143,0.017,0.255,0.023,6.98,8254.8601
