points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.395,0.029,0.598,0.023,2.6861,0.0
8,0.149,0.021,0.327,0.044,4.6935,7740.5457
16,0.216,0.067,0.412,0.11,3.5078,6979.095
24,0.222,0.079,0.416,0.139,6.2059,6914.8469
32,0.292,0.092,0.484,0.137,5.4447,6764.4995
40,0.333,0.074,0.529,0.097,5.2758,8173.069
