points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
96,0.097,0.053,0.057,0.042,10.928,0
7,0.13,0.042,0.076,0.025,2.7204,1127.8102
14,0.142,0.036,0.096,0.03,3.6145,1101.2455
21,0.125,0.027,0.082,0.012,4.7072,1341.0486
28,0.129,0.02,0.08,0.008,4.888,1339.2682
35,0.124,0.021,0.074,0.009,5.8722,1578.3417
