points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
350,0.286,0.03,0.331,0.038,0.1735,0.0
9,0.017,0.01,0.045,0.007,0.4132,567.94
18,0.22,0.026,0.281,0.028,0.3158,516.2184
27,0.214,0.004,0.286,0.005,0.4175,566.2631
36,0.201,0.005,0.263,0.002,0.7981,692.9272
45,0.197,0.004,0.258,0.01,0.9119,682.0813
