points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
637,0.025,0.016,0.059,0.019,280.3874,0
10,0.026,0.031,0.019,0.02,1.8348,760.312
20,0.047,0.047,0.033,0.025,2.7043,815.5527
30,0.046,0.04,0.028,0.025,3.7213,1059.6045
40,0.046,0.048,0.036,0.027,4.1643,1137.0181
50,0.059,0.039,0.071,0.012,5.1987,1238.1088
