points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
512,0.053,0.07,0.049,0.064,167.2826,0
10,0.043,0.012,0.044,0.014,0.3912,260.0853
20,0.013,0.012,0.014,0.015,0.5074,273.9556
30,0.043,0.011,0.038,0.016,0.7546,417.2838
40,0.02,0.017,0.023,0.024,0.8217,346.6259
50,0.038,0.024,0.039,0.029,0.9209,410.6978
