points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.448,0.104,0.475,0.027,23.9463,0.0
7,0.381,0.134,0.393,0.144,10.6701,3684.9438
14,0.366,0.129,0.418,0.103,10.3239,3714.5998
21,0.367,0.046,0.4,0.057,8.2568,3839.5694
28,0.463,0.006,0.455,0.029,14.809,3915.2662
35,0.444,0.03,0.446,0.046,14.1331,4026.3423
