points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
427,0.145,0.014,0.195,0.02,0.7467,0.0
9,0.058,0.019,0.073,0.022,1.7515,2611.8975
18,0.107,0.037,0.142,0.047,1.7447,2637.8532
27,0.139,0.005,0.184,0.007,3.1372,3564.5565
36,0.133,0.002,0.181,0.003,3.1656,4094.7582
45,0.138,0.001,0.188,0.002,3.5431,3594.6199
