points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.002,0.001,0.0,0.0,194.0436,0.0
7,0.002,0.004,0.001,0.002,37.0204,14245.9862
14,0.007,0.007,0.002,0.002,52.4053,17563.9037
21,0.005,0.003,0.003,0.002,66.0921,19385.7827
28,0.003,0.002,0.003,0.002,62.2328,17295.0664
35,0.004,0.003,0.002,0.001,62.505,22098.1043
