points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
350,0.246,0.098,0.313,0.115,239.4494,0.0
9,0.033,0.025,0.065,0.023,1.7626,634.9643
18,0.212,0.022,0.259,0.034,1.4905,567.7109
27,0.178,0.005,0.222,0.011,1.3917,633.6272
36,0.164,0.004,0.198,0.006,2.3471,656.2335
45,0.164,0.008,0.194,0.011,2.8692,661.0088
