points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
720,0.001,0.002,0.001,0.002,0.9916,0
10,0.009,0.008,0.011,0.003,2.9071,5172.7904
20,0.001,0.001,0.006,0.004,5.7847,5935.7412
30,0.006,0.002,0.013,0.002,5.7264,6648.6005
40,0.006,0.001,0.011,0.002,6.1184,5682.1095
50,0.003,0.001,0.009,0.001,5.4875,6201.7325
