points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
275,0.645,0.052,0.746,0.028,0.1991,0.0
9,0.58,0.163,0.683,0.157,0.5686,1205.3365
18,0.603,0.015,0.72,0.014,0.6459,1310.0635
27,0.639,0.012,0.747,0.012,0.6336,1443.7856
36,0.633,0.012,0.744,0.012,1.2289,1638.4616
45,0.647,0.009,0.753,0.004,1.3561,1556.3647
