points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
398,0.675,0.103,0.82,0.051,4984.6315,0
9,0.513,0.202,0.636,0.237,28.5982,8987.9425
18,0.577,0.123,0.724,0.128,43.2604,10624.0755
27,0.65,0.028,0.792,0.024,38.4115,6837.2182
36,0.642,0.027,0.787,0.018,50.2855,12113.5157
45,0.658,0.016,0.795,0.011,54.9005,10213.6262
