points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
345,0.325,0.091,0.459,0.072,635.4149,0
9,0.326,0.037,0.426,0.031,6.6526,2119.1816
18,0.402,0.033,0.449,0.036,6.4417,2518.6542
27,0.575,0.114,0.598,0.125,7.6408,2488.8315
36,0.325,0.249,0.38,0.223,12.7358,3262.4464
45,0.15,0.202,0.189,0.197,14.8855,2688.8605
