points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
398,0.658,0.102,0.811,0.05,4187.4345,0.0
9,0.442,0.23,0.563,0.274,22.2725,3439.7398
18,0.512,0.217,0.641,0.269,22.1517,4431.1397
27,0.588,0.093,0.736,0.094,22.2912,3677.6954
36,0.617,0.027,0.765,0.03,23.3533,3991.6551
45,0.628,0.032,0.769,0.033,29.0468,4071.8128
