points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
96,0.179,0.052,0.097,0.037,0.1297,0
7,0.173,0.032,0.099,0.025,0.5966,1588.17
14,0.25,0.056,0.154,0.037,0.5934,1247.3003
21,0.125,0.005,0.065,0.007,0.5824,1222.151
28,0.157,0.005,0.081,0.003,0.5979,1214.3895
35,0.186,0.0,0.102,0.0,0.589,1180.0451
