points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
270,0.24,0.016,0.408,0.01,3179.7802,0.0
9,0.15,0.061,0.278,0.085,58.0483,3062.0146
18,0.176,0.055,0.333,0.092,61.2664,3949.9826
27,0.213,0.047,0.388,0.058,57.1895,3598.0855
36,0.229,0.039,0.407,0.045,68.4263,4324.5468
45,0.234,0.037,0.416,0.041,62.6415,4514.6221
