points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
720,0.018,0.004,0.018,0.003,0.8795,0.0
10,0.013,0.008,0.011,0.007,3.0783,5218.3903
20,0.014,0.006,0.012,0.005,5.275,5387.3678
30,0.016,0.004,0.015,0.003,5.5121,5267.0188
40,0.013,0.002,0.012,0.002,5.7852,5233.8613
50,0.017,0.002,0.017,0.001,4.675,5567.0748
