points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
84,0.057,0.0,0.039,0.0,2.321,0.0
7,0.115,0.057,0.092,0.065,5.5886,7920.9714
14,0.059,0.041,0.041,0.03,4.8383,7905.8803
21,0.048,0.016,0.033,0.011,4.7065,8421.0915
28,0.056,0.015,0.039,0.011,4.6885,7834.8398
35,0.058,0.008,0.04,0.006,5.4748,9849.6882
