points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
80,0.364,0.114,0.479,0.024,0.8124,0.0
7,0.341,0.039,0.448,0.068,2.2592,4535.1995
14,0.384,0.038,0.462,0.037,2.1021,3378.7021
21,0.33,0.023,0.444,0.022,1.9944,3342.2463
28,0.378,0.019,0.434,0.024,2.2455,3497.41
35,0.338,0.026,0.46,0.042,2.3751,3667.0622
