points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
500,0.001,0.007,0.001,0.005,0.1344,0.0
9,-0.0,0.003,-0.0,0.002,0.6506,1102.534
18,-0.002,0.0,-0.002,0.0,0.714,1205.3743
27,-0.001,0.003,-0.001,0.002,1.4056,2189.719
36,-0.003,0.001,-0.002,0.001,1.7176,2006.8115
45,-0.002,0.002,-0.001,0.002,2.4589,2612.9494
