points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
448,0.63,0.183,0.686,0.119,140.3709,0.0
9,0.224,0.041,0.372,0.024,1.7873,1119.5465
18,0.176,0.01,0.198,0.002,2.135,1149.2218
27,0.085,0.019,0.149,0.032,2.3346,1271.9384
36,0.412,0.008,0.511,0.007,2.9742,1240.1175
45,0.289,0.009,0.339,0.015,2.4681,1033.3039
