points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.333,0.041,0.559,0.02,224.676,0.0
8,0.159,0.019,0.32,0.036,64.9086,5885.3808
16,0.267,0.081,0.455,0.107,75.7776,4644.7882
24,0.306,0.107,0.497,0.13,65.7143,5753.6538
32,0.321,0.095,0.529,0.109,70.4378,5607.3497
40,0.349,0.075,0.558,0.078,58.9417,4944.4226
