points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
176,0.177,0.02,0.332,0.015,665.9578,0
8,0.205,0.009,0.406,0.011,121.1077,4459.0391
16,0.22,0.025,0.423,0.034,137.5047,5107.5385
24,0.226,0.038,0.415,0.048,122.0645,4990.343
32,0.227,0.034,0.421,0.047,120.808,5400.8332
40,0.142,0.027,0.287,0.056,126.6985,7160.62
