points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
256,0.342,0.01,0.514,0.011,4.2903,0
9,0.171,0.019,0.314,0.025,7.3179,8921.5583
18,0.214,0.022,0.385,0.038,8.2652,11284.3037
27,0.238,0.025,0.41,0.034,8.6844,13214.9735
36,0.277,0.017,0.454,0.018,13.4963,13880.8178
45,0.285,0.002,0.463,0.001,14.6039,15194.8904
