points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
570,0.364,0.079,0.427,0.051,63.5838,0.0
10,0.01,0.005,0.019,0.009,0.8918,379.4227
20,0.314,0.005,0.307,0.002,0.7254,377.5985
30,-0.013,0.002,-0.009,0.002,0.9949,594.648
40,-0.021,0.001,-0.009,0.005,1.0321,714.6361
50,-0.016,0.001,0.003,0.002,1.2449,766.2303
