points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
70,0.205,0.002,0.195,0.002,1.0075,0.0
7,-0.001,0.001,-0.001,0.001,1.6939,3260.5227
14,0.247,0.232,0.199,0.18,2.1152,3228.8316
21,0.171,0.096,0.144,0.082,2.2269,3284.048
28,0.382,0.172,0.34,0.152,2.0778,3342.1409
35,0.187,0.024,0.176,0.032,2.4345,3618.9348
