points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
150,-0.004,0.003,-0.003,0.002,204.587,0.0
8,0.024,0.024,0.024,0.023,2.5437,1316.2859
16,-0.002,0.007,-0.001,0.005,2.799,1674.5401
24,-0.004,0.001,-0.003,0.001,3.7748,1569.5891
32,-0.004,0.001,-0.003,0.001,3.5345,1385.2897
40,-0.005,0.0,-0.003,0.0,4.4496,2087.6992
