points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
128,0.414,0.066,0.497,0.093,1.0868,0
8,0.189,0.024,0.221,0.048,3.401,5150.6163
16,0.289,0.174,0.343,0.214,3.4792,5980.6132
24,0.347,0.146,0.415,0.178,3.3026,6331.4556
32,0.412,0.072,0.49,0.099,3.5222,5951.6493
40,0.429,0.007,0.517,0.014,3.2319,7212.6148
