points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
60,0.773,0.126,0.884,0.061,26.5404,0
6,0.45,0.221,0.579,0.25,16.796,3238.505
12,0.589,0.206,0.711,0.212,17.4038,4588.3334
18,0.686,0.105,0.814,0.08,18.8959,4809.1513
24,0.687,0.075,0.821,0.056,13.1951,3076.2217
30,0.708,0.062,0.836,0.041,17.5933,3081.8233
