points,adj_rand_mean,adj_rand_std,adj_mut_mean,adj_mut_std,run_time,run_time_base
277,-0.003,0.001,-0.002,0.0,0.3685,0.0
9,0.003,0.003,0.002,0.003,0.7979,1539.8262
18,-0.002,0.003,-0.001,0.002,0.931,1626.3442
27,-0.002,0.001,-0.002,0.0,0.9133,1711.1162
36,-0.003,0.0,-0.002,0.0,1.8312,2156.5761
45,-0.003,0.0,-0.002,0.0,2.0379,2475.0562
